Date;Genre;identifiant;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
24/01/2020 21:50;Homme;1,86833E+15;2019;Initiale;MEA;Activite;Privé;CDI;En France;Pays de la Loire;;2;E-COBOT;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur robotique;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;31000;NON;NON;NON;OUI;1;5;4;5;4
24/01/2020 21:53;Homme;1,78841E+15;2019;Initiale;MEA;Activite;Public;CDD;En France;Occitanie;;4;INRAE;De 20 à 49 salarié(e)s ;Informatique industrielle et technique ;;Agriculture, sylviculture et pÍche ;27120;NON;NON;NON;NON;5;5;2;4;5
24/01/2020 21:27;Homme;1,79849E+15;2019;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;4;OTOMSYS; Moins de 10 salarié(e)s ;Informatique industrielle et technique ;Ingénieur Projets;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;27500;OUI;OUI;NON;OUI;4;5;3;4;5
24/01/2020 23:12;Homme;1,78875E+15;2019;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
25/01/2020 00:45;Femme;1,7831E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;16;Quadient France;250 à  4 999 salarié(e)s ;Avant vente;Ingénieur avant vente;Autres secteurs ;41000;NON;NON;NON;OUI;4;5;5;5;3
25/01/2020 01:14;Femme;1,7892E+15;2017;Professionalisation;MEA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
25/01/2020 09:38;Homme;1,77611E+15;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;7;Koovea; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur logiciel embarqué;Activités informatiques et services d'information (TIC services);29000;NON;NON;NON;OUI;5;5;3;4;5
25/01/2020 10:26;Homme;1,98239E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Normandie;;18;AKKA Technologies;5 000 salarié(e)s ou plus;Assistance technique;MRB DT Assemblage (Ingénieur d'études);Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;32000;NON;NON;OUI;OUI;4;5;3;4;3
25/01/2020 10:38;Homme;1,79384E+15;2017;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;21;Cabinet ARRAGON;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur Chargé d'Etudes;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;30000;OUI;NON;NON;NON;4;5;3;4;5
25/01/2020 11:37;Homme;1,88914E+15;2018;Initiale;MEA;Activite;Privé;CDI;A l'étranger;;Suisse;18;Turck duotec;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Développeur …lectronique ;Autres secteurs ;66000;NON;NON;NON;NON;4;5;5;5;5
25/01/2020 12:00;Homme;1,81024E+15;2019;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;
25/01/2020 12:08;Femme;1,78349E+15;2019;Professionalisation;GBA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
25/01/2020 12:21;Femme;1,77541E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;16;St Dalfour;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Responsable R&D, adjointe Qualité ;Industrie agroalimentaire ;;OUI;NON;OUI;OUI;5;4;4;5;4
25/01/2020 12:22;Femme;1,86838E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;11;Babou B&M;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;;Commerce;30000;NON;NON;NON;OUI;4;4;4;5;5
25/01/2020 12:24;Femme;1,79468E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Île-de-France;;6;;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet R&D;Industrie agroalimentaire ;39000;NON;NON;NON;OUI;4;4;4;3;5
25/01/2020 12:25;Femme;1,78925E+15;2019;Initiale;GBA;Activite;Privé;CDD;En France;Hauts-de-France;;4;Roquette Frères;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Responsable qualité ;Industrie pharmaceutique;35000;NON;NON;NON;NON;5;5;5;5;5
25/01/2020 12:29;Homme;1,78316E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;15;Akka Technologies;5 000 salarié(e)s ou plus;Informatique industrielle et technique ;Développeur embarqué;Industrie automobile, aéronautique, navale, ferroviaire;31100;NON;NON;NON;OUI;4;3;4;4;5
25/01/2020 12:46;Homme;1,76899E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;16;Huilerie Cauvin;De 20 à 49 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable qualité;Industrie agroalimentaire ;23000;OUI;NON;NON;OUI;3;4;2;4;3
25/01/2020 12:56;Femme;1,86854E+15;2019;Professionalisation;STE;Activite;Privé;CDI;En France;Occitanie;;6;AGERIN; Moins de 10 salarié(e)s ;Maîtrise d'ouvrage ;Chargée d'étude adjointe;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;25000;NON;;NON;OUI;;5;3;4;5
25/01/2020 13:11;Homme;1,79399E+15;2018;Initiale;IG;Activite;Privé;CDI;En France;Île-de-France;;24;Pinpo; Moins de 10 salarié(e)s ;Exploitation / maintenance informatique ;Ingénieur Informaticien & Lead Developer;Activités informatiques et services d'information (TIC services);46500;NON;NON;NON;OUI;5;5;4;4;5
25/01/2020 13:07;Femme;1,78925E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;24;Bordeaux Vineam;De 20 à 49 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable HQSE et assistante production;Agriculture, sylviculture et pÍche ;29000;OUI;OUI;NON;OUI;4;4;2;5;3
25/01/2020 13:25;Homme;1,87527E+15;2019;Initiale;GBA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
25/01/2020 13:58;Homme;1,78864E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;15;FOCUSSIA; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);ingénieur développement ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;28000;NON;NON;NON;OUI;4;4;3;5;4
25/01/2020 14:51;Femme;1,7568E+15;2019;Initiale;GBA;Activite;Privé;CDD;En France;Pays de la Loire;;5;La Boulangère &Co;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projets R&Dtt;Industrie agroalimentaire ;25200;OUI;NON;NON;OUI;3;3;2;3;2
25/01/2020 15:00;Femme;1,78902E+15;2018;Initiale;GBA;Activite;Privé;CDD;En France;Île-de-France;;1;Elvir ;250 à  4 999 salarié(e)s ;Règlementation internationale ;Chef de projet règlementation internationale ;Industrie agroalimentaire ;36000;NON;NON;NON;OUI;4;5;4;3;4
25/01/2020 16:09;Femme;1,7831E+15;2019;Professionalisation;GBA;Activite;Public;CDD;En France;Provence-Alpes-Côte d'Azur;;4;Education Nationale- Académie de Nice;5 000 salarié(e)s ou plus;Enseignement - Formation ;Professeur de Physique Chimie- Suppléante Contractuelle ;Enseignement, recherche;20000;OUI;NON;NON;OUI;5;5;2;4;4
25/01/2020 16:40;Homme;1,78841E+15;2018;Initiale;MEA;Activite;Privé;CTT;En France;Occitanie;;17;Airbus Defense & Space;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur développement ;Industrie automobile, aéronautique, navale, ferroviaire;36000;NON;NON;NON;NON;5;5;5;5;5
25/01/2020 17:27;Femme;1,78234E+15;2018;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;
25/01/2020 17:37;Femme;1,78841E+15;2019;Professionalisation;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;
25/01/2020 18:39;Homme;1,88948E+15;2019;Professionalisation;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;4;Bigard Distribution;5 000 salarié(e)s ou plus;Production - Exploitation ;Cadre de production en fomation;Industrie agroalimentaire ;41500;OUI;NON;OUI;OUI;3;4;3;3;3
25/01/2020 20:17;Homme;1,8833E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;23;Charles christ;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet R&D;Industrie agroalimentaire ;;NON;NON;NON;OUI;3;;;;
26/01/2020 03:38;Femme;1,78841E+15;2018;Initiale;MAT;Activite;Privé;Contrat local;A l'étranger;;Canada;17;Eurovia Canada;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieure Technique;Construction, BTP;41400;OUI;NON;NON;OUI;5;5;4;4;4
26/01/2020 09:16;Femme;1,88849E+15;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;17;Florette;250 à  4 999 salarié(e)s ;Innovation, Propriété industrielle, brevets, transfert de technologie;Chef de projet développement et Innovation;Industrie agroalimentaire ;28600;OUI;NON;NON;OUI;5;5;3;5;5
26/01/2020 09:29;Femme;1,78304E+15;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Occitanie;;17;Alten;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'application ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;30000;NON;OUI;NON;OUI;3;4;2;4;5
26/01/2020 10:38;Homme;1,86833E+15;2019;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;3;Sogeteel;250 à  4 999 salarié(e)s ;Production - Exploitation ;Conducteur de travaux;Télécommunications;35616;OUI;OUI;OUI;OUI;5;4;4;5;5
26/01/2020 10:59;Homme;1,78841E+15;2018;Initiale;GBA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
26/01/2020 15:40;Homme;1,79384E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;22;Delifrance Romans;250 à  4 999 salarié(e)s ;Production - Exploitation ;;Industrie agroalimentaire ;34000;OUI;NON;OUI;OUI;4;5;5;5;5
26/01/2020 18:04;Femme;1,86682E+15;2017;Professionalisation;GBA;Activite;Privé;CDD;En France;Île-de-France;;5;Enfants du Mekong;De 20 à 49 salarié(e)s ;Service projets;;Autres secteurs ;;OUI;OUI;OUI;OUI;5;5;3;5;4
26/01/2020 22:21;Femme;1,77663E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;24;Borde;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;;Industrie agroalimentaire ;23000;NON;NON;NON;NON;4;4;3;4;3
26/01/2020 23:14;Homme;1,79433E+15;2017;Professionalisation;MI;Activite;Privé;CDD;En France;Occitanie;;4;Quantum Surgical;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Hardware;Recherche-développement scientifique;30000;NON;NON;NON;NON;5;5;4;5;5
27/01/2020 01:26;Homme;1,7892E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;15;STMICROELECTRONICS;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Shift Technical Manager;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;38000;OUI;NON;OUI;NON;4;4;5;4;3
27/01/2020 08:14;Femme;1,79374E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;1;Sogetrel;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Conducteur de travaux;Construction, BTP;40000;OUI;OUI;OUI;OUI;5;;;;
27/01/2020 10:09;Femme;1,79384E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;14;Fleury Michon;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projets R&D;Industrie agroalimentaire ;35000;NON;OUI;NON;OUI;5;5;4;5;4
27/01/2020 10:07;Femme;1,78903E+15;2018;Initiale;GBA;Activite;Public;CDD;En France;Occitanie;;12;INRAE;5 000 salarié(e)s ou plus;Recherche expérimentale ;Ingénieur d'étude en Agronomie et Technologie alimentaire;Agriculture, sylviculture et pÍche ;23562;OUI;NON;NON;OUI;4;4;1;4;5
27/01/2020 10:43;Femme;1,78942E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Île-de-France;;15;FOODMEAT;De 10 à 19 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;RESPONSABLE QUALITE;Industrie agroalimentaire ;39600;OUI;OUI;;OUI;4;4;4;5;1
27/01/2020 10:51;Homme;1,78874E+15;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;18;MWSC;De 10 à 19 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur en électronique;Autres secteurs ;30000;NON;NON;NON;OUI;5;4;3;5;4
27/01/2020 11:02;Homme;1,8898E+15;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;4;IES SYNERGY;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur test et validation logiciel;Industrie automobile, aéronautique, navale, ferroviaire;35000;NON;NON;NON;NON;5;5;4;5;5
27/01/2020 11:12;Homme;1,78864E+15;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
27/01/2020 13:41;Homme;1,88841E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;10;Vercors Lait;De 20 à 49 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable qualité;Industrie agroalimentaire ;32000;OUI;OUI;OUI;OUI;5;5;4;5;4
27/01/2020 17:21;Femme;1,78857E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Île-de-France;;3;INFORS-HT; Moins de 10 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur technico-commercial;Autres activités spécialisées, scientifiques et techniques;35000;NON;OUI;NON;OUI;4;5;4;5;5
27/01/2020 18:40;Homme;1,80277E+15;2019;Apprentissage;SE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
27/01/2020 21:10;Homme;1,78852E+15;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;4;MG Developpement;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Systèmes Embarqués ;Industrie pharmaceutique;40000;NON;NON;NON;OUI;4;4;4;4;5
27/01/2020 21:19;Homme;1,78271E+15;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;4;Zimmer biomet robotics ;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Product owner;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;39350;NON;OUI;OUI;OUI;5;5;4;5;5
29/01/2020 22:29;Femme;1,79433E+15;2019;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;1;IMPAC ingenierie;De 20 à 49 salarié(e)s ;Méthodes, contrôle de production, maintenance;Chargé de Qualification pour le compte de Sanofi Pasteur;Industrie pharmaceutique;36000;NON;NON;NON;OUI;3;5;3;4;5
27/01/2020 22:37;Femme;1,79383E+15;2018;Initiale;STE;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;11;IRH ingénieur conseil;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur d'études ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;31000;;;;;3;4;3;3;4
28/01/2020 02:46;Homme;1,77526E+15;2019;Professionalisation;MEA;Etudes;;;;;;;;;;;;;;;;;;;;;
28/01/2020 08:19;Homme;1,88292E+15;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
28/01/2020 09:54;Femme;1,7831E+15;2019;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;3;SOM Méditerranée ;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Ingénieur d'études;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);32500;NON;NON;NON;NON;4;4;4;3;4
28/01/2020 11:37;Homme;1,77655E+15;2018;Initiale;MEA;Activite;Public;CDD;En France;Île-de-France;;17;Ministère des Armées ;5 000 salarié(e)s ou plus;R&D systèmes informatiques et électroniques ;Ingénieur en intégration hardware ;Télécommunications;38000;NON;NON;NON;OUI;5;5;3;4;4
28/01/2020 11:21;Homme;1,79468E+15;2019;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
28/01/2020 13:32;Homme;1,88947E+15;2019;Apprentissage;SE;Activite;Privé;CDI;En France;Centre-Val de Loire;;4;Thales - La ferté saint Aubin;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;INGENIEUR DEVELOPPEMENT LOGICIEL EMBARQUE;Autres secteurs ;37008;NON;NON;NON;NON;5;5;5;5;5
28/01/2020 14:58;Femme;1,79429E+15;2019;Professionalisation;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;
29/01/2020 01:12;Homme;1,77588E+15;2018;Professionalisation;MI;Sans activité ;;;;;;;;;;;;;;;;;;;;;
29/01/2020 13:52;Femme;1,79433E+15;2018;Initiale;GBA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
29/01/2020 17:44;Homme;1,77587E+15;2019;Initiale;MEA;Activite;Privé;CTT;En France;Occitanie;;5;NXP;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Digital Designer;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35000;NON;NON;NON;NON;5;5;4;3;4
29/01/2020 18:06;Homme;1,78869E+15;2017;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;1;DMS Imaging, Apelem;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Systeme;Autres activités spécialisées, scientifiques et techniques;40500;NON;OUI;NON;NON;5;5;5;5;5
30/01/2020 10:02;Homme;1,78233E+15;2019;Initiale;STE;Activite;Privé;CDD;En France;Occitanie;;12;EGIS Eau;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargé d'études;Autres secteurs ;31000;NON;NON;NON;OUI;5;5;4;4;5
31/01/2020 10:41;Homme;1,87561E+15;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
30/01/2020 18:21;Homme;1,78305E+15;2019;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;
30/01/2020 18:26;Femme;1,78936E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;9;Ratier Figeac - Collins Aerospace ;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingenieur Qualité Qualification et expertise ;Industrie automobile, aéronautique, navale, ferroviaire;32500;NON;NON;NON;OUI;5;5;3;5;5
30/01/2020 18:24;Femme;1,88958E+15;2019;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
30/01/2020 18:31;Femme;1,77662E+15;2018;Professionalisation;MAT;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
30/01/2020 18:43;Femme;1,79399E+15;2018;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;
30/01/2020 18:46;Homme;1,78259E+15;2017;Initiale;MAT;Activite;Public;CDI;En France;Normandie;;28;EDF;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingenieur système Turbine nucléaire ;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);54000;OUI;NON;NON;OUI;5;5;5;5;3
30/01/2020 19:06;Homme;1,88846E+15;2019;Initiale;MAT;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;1;Alten Sud-Ouest;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingenieur d'application;Autres secteurs ;28200;NON;NON;NON;NON;3;4;3;2;2
30/01/2020 20:37;Homme;1,86792E+15;2018;Initiale;MAT;Activite;Privé;CDI;A l'étranger;;USA;12;Central Valley ag exports ; Moins de 10 salarié(e)s ;Production - Exploitation ;Production manager;Industrie agroalimentaire ;54000;OUI;OUI;OUI;OUI;5;5;4;5;2
30/01/2020 20:38;Femme;1,76719E+15;2018;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;12;Veolia Eau;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur projets techniques;Production et distribution d'eau assainissement, gestion des déchets et dépollution;34500;NON;NON;NON;OUI;4;4;5;5;4
30/01/2020 21:26;Femme;1,78841E+15;2019;Initiale;MAT;Activite;Privé;CDD;A l'étranger;Occitanie;;2;…lément Materials Technology;De 50 à 249 salarié(e)s ;Laboratoire d'essai;Test leader;Autres activités spécialisées, scientifiques et techniques;32000;NON;NON;NON;NON;3;4;4;3;4
30/01/2020 22:15;Homme;1,76845E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;16;Cgi;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;;Industrie des technologies de l'Information et de la Communication (TIC);;;;;;3;;;;
31/01/2020 08:45;Femme;1,79478E+15;2017;Initiale;STE;Activite;Public;CDI;En France;Occitanie;;5;Communauté de communes du Clermontais;De 50 à 249 salarié(e)s ;Maîtrise d'ouvrage ;Responsable des travaux neufs eau potable assainissement;Administration d'…tat, Collectivités territoriales, Hospitalière;30000;NON;OUI;NON;OUI;5;4;4;5;5
31/01/2020 10:15;Homme;1,77662E+15;2019;Initiale;MAT;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;5;BASSETTI DATA PROVIDER; Moins de 10 salarié(e)s ;Service technique;Chef de projet;Autres activités spécialisées, scientifiques et techniques;29000;NON;NON;NON;OUI;4;5;3;5;5
31/01/2020 11:00;Homme;1,81382E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;27;SOM Méditérranée;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur Etudes Fabrication Soudage;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35500;OUI;NON;NON;NON;4;5;3;4;5
31/01/2020 10:34;Homme;1,79379E+15;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
31/01/2020 11:30;Homme;1,78869E+15;2017;Initiale;MI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;24;Cabinet ERIC;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur études;Construction, BTP;42500;NON;OUI;NON;OUI;4;4;4;4;4
31/01/2020 11:31;Homme;1,79384E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;12;Nereus;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);33000;NON;NON;NON;OUI;4;4;3;4;5
31/01/2020 11:31;Homme;1,86784E+15;2019;Initiale;STE;Sans activité ;;;;;;;;;;;;;;;;;;;;;
31/01/2020 12:31;Homme;1,78869E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;15;ST microelectronics;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D process photolithographie;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;38000;NON;NON;NON;OUI;3;5;5;4;2
31/01/2020 12:59;Homme;1,78947E+15;2017;Initiale;MAT;Activite;Public;CDD;En France;Occitanie;;12;Université de Montpellier;De 50 à 249 salarié(e)s ;Recherche expérimentale ;Ingénieur d'études en chimie des matériaux et systèmes électrochimiques;Recherche-développement scientifique;20760;OUI;NON;NON;OUI;5;5;1;5;5
31/01/2020 12:52;Homme;1,77594E+15;2017;Initiale;MI;Volontariat;;;;;;;;;;;;;;;;;;;;;
31/01/2020 13:01;Homme;1,79468E+15;2017;Initiale;MI;Sans activité ;;;;;;;;;;;;;;;;;;;;;
31/01/2020 14:37;Homme;1,78869E+15;2019;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;5;AUSY;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;;Industrie automobile, aéronautique, navale, ferroviaire;32000;NON;NON;NON;NON;3;4;3;3;4
31/01/2020 15:04;Homme;1,77542E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;18;Thales AVS;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur logiciel embarqué critique ;Industrie automobile, aéronautique, navale, ferroviaire;42000;NON;NON;NON;NON;4;5;5;3;3
31/01/2020 15:15;Homme;1,78343E+15;2019;Initiale;MI;En création d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;
31/01/2020 15:22;Homme;1,78869E+15;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
31/01/2020 15:47;Homme;1,78234E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;30;viveris technologies;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;dev;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;34000;NON;NON;NON;NON;4;4;2;3;
31/01/2020 15:52;Femme;1,79478E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;15;Timac Agro;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingénieur industrialisation;Industrie agroalimentaire ;;OUI;OUI;OUI;OUI;5;5;5;5;5
31/01/2020 16:20;Homme;1,78316E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;24;;De 20 à 49 salarié(e)s ;Informatique industrielle et technique ;;Transports (Services);42000;NON;NON;NON;NON;;5;4;4;3
31/01/2020 17:25;Homme;1,74293E+15;2017;Professionalisation;MEA;Activite;Privé;CDI;En France;Île-de-France;;23;ALSTOM TRANSPORT SA;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur Logiciel;Industrie automobile, aéronautique, navale, ferroviaire;42000;NON;NON;NON;OUI;5;5;3;4;4
31/01/2020 17:28;Homme;1,88233E+15;2019;Initiale;MAT;Sans activité ;;;;;;;;;;;;;;;;;;;;;
31/01/2020 18:20;Homme;1,7755E+15;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;27;Sopra Steria Montpellier;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur Etudes et Développement;Activités informatiques et services d'information (TIC services);33670;NON;OUI;OUI;OUI;5;5;3;4;4
31/01/2020 20:06;Homme;1,87707E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;25;PONANT Technologies;De 20 à 49 salarié(e)s ;Assistance technique;Ingénieur Développement Logiciels;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35000;NON;NON;NON;NON;5;5;4;5;5
